name,category_id,remains,rating,description,price
Converse RS-X,5,167,4.25,"Converse RS-X sneakers, designed for tennis performance and style.",480.99
Asics 990v5,3,127,3.32,"Asics 990v5 sneakers, designed for fashion performance and style.",297.67
Puma RS-Dreamer,1,66,3.23,"Puma RS-Dreamer sneakers, designed for basketball performance and style.",311.93
Lanvin Retro 1,4,103,3.5,"Lanvin Retro 1 sneakers, designed for running performance and style.",140.49
Dior Speedrunner,6,121,3.13,"Dior Speedrunner sneakers, designed for other performance and style.",317.98
Puma React Infinity,5,45,3.12,"Puma React Infinity sneakers, designed for tennis performance and style.",340.38
Yeezy React Infinity,4,171,4.86,"Yeezy React Infinity sneakers, designed for running performance and style.",397.65
Yeezy Classic Leather,2,24,3.94,"Yeezy Classic Leather sneakers, designed for lifestyle performance and style.",124.39
Louis Vuitton 990v5,3,189,3.99,"Louis Vuitton 990v5 sneakers, designed for fashion performance and style.",225.46
Yeezy Retro 1,4,78,3.16,"Yeezy Retro 1 sneakers, designed for running performance and style.",102.04
Asics Chuck 70,2,74,4.22,"Asics Chuck 70 sneakers, designed for lifestyle performance and style.",426.51
Nike Powerframe,5,142,4.89,"Nike Powerframe sneakers, designed for tennis performance and style.",259.87
Adidas Air Max,4,111,4.68,"Adidas Air Max sneakers, designed for running performance and style.",155.17
Asics Triple S,4,178,3.12,"Asics Triple S sneakers, designed for running performance and style.",228.22
New Balance Triple S,5,133,4.64,"New Balance Triple S sneakers, designed for tennis performance and style.",390.25
Adidas RS-Dreamer,5,119,3.68,"Adidas RS-Dreamer sneakers, designed for tennis performance and style.",332.43
Converse Dunk,4,194,3.15,"Converse Dunk sneakers, designed for running performance and style.",144.11
Fila 990v5,5,66,3.68,"Fila 990v5 sneakers, designed for tennis performance and style.",185.24
Adidas Zoom Pegasus,2,96,4.36,"Adidas Zoom Pegasus sneakers, designed for lifestyle performance and style.",476.23
Reebok Classic Leather,4,99,3.14,"Reebok Classic Leather sneakers, designed for running performance and style.",153.22
Louis Vuitton Disruptor,3,9,4.53,"Louis Vuitton Disruptor sneakers, designed for fashion performance and style.",268.1
New Balance Speedrunner,4,36,3.11,"New Balance Speedrunner sneakers, designed for running performance and style.",370.78
Lanvin Powerframe,4,120,3.75,"Lanvin Powerframe sneakers, designed for running performance and style.",225.55
Puma Zoom Pegasus,4,110,4.33,"Puma Zoom Pegasus sneakers, designed for running performance and style.",390.96
Fila Retro 1,6,4,4.12,"Fila Retro 1 sneakers, designed for other performance and style.",488.59
Asics Yeezy Boost,2,190,3.5,"Asics Yeezy Boost sneakers, designed for lifestyle performance and style.",484.5
Asics 990v5,3,60,3.4,"Asics 990v5 sneakers, designed for fashion performance and style.",53.65
Fila Triple S,2,179,3.95,"Fila Triple S sneakers, designed for lifestyle performance and style.",141.72
Lanvin Zoom Pegasus,2,47,3.87,"Lanvin Zoom Pegasus sneakers, designed for lifestyle performance and style.",219.55
Reebok Gel-Lyte,5,35,4.92,"Reebok Gel-Lyte sneakers, designed for tennis performance and style.",453.93
Reebok Powerframe,2,11,3.05,"Reebok Powerframe sneakers, designed for lifestyle performance and style.",159.1
New Balance 990v5,4,153,3.89,"New Balance 990v5 sneakers, designed for running performance and style.",335.28
Nike Classic Leather,4,91,4.82,"Nike Classic Leather sneakers, designed for running performance and style.",266.39
Lanvin Disruptor,2,67,3.91,"Lanvin Disruptor sneakers, designed for lifestyle performance and style.",457.02
Jordan Zoom Pegasus,5,108,3.43,"Jordan Zoom Pegasus sneakers, designed for tennis performance and style.",323.29
Reebok RS-Dreamer,4,94,4.75,"Reebok RS-Dreamer sneakers, designed for running performance and style.",459.29
Dior Powerframe,3,141,4.81,"Dior Powerframe sneakers, designed for fashion performance and style.",351.66
Converse Powerframe,6,86,4.27,"Converse Powerframe sneakers, designed for other performance and style.",227.17
Yeezy Speedrunner,5,18,3.27,"Yeezy Speedrunner sneakers, designed for tennis performance and style.",191.11
Louis Vuitton Gel-Lyte,1,148,4.7,"Louis Vuitton Gel-Lyte sneakers, designed for basketball performance and style.",341.44
Reebok Chuck 70,5,111,4.0,"Reebok Chuck 70 sneakers, designed for tennis performance and style.",227.76
Converse Chuck 70,5,14,3.42,"Converse Chuck 70 sneakers, designed for tennis performance and style.",464.37
Dior Zoom Pegasus,6,154,4.14,"Dior Zoom Pegasus sneakers, designed for other performance and style.",309.38
Converse Dunk,5,190,4.4,"Converse Dunk sneakers, designed for tennis performance and style.",62.8
Yeezy Chuck 70,2,18,4.65,"Yeezy Chuck 70 sneakers, designed for lifestyle performance and style.",430.6
Louis Vuitton Retro 1,6,70,3.22,"Louis Vuitton Retro 1 sneakers, designed for other performance and style.",65.28
Fila Retro 1,3,42,3.62,"Fila Retro 1 sneakers, designed for fashion performance and style.",358.42
Louis Vuitton Yeezy Boost,6,56,3.02,"Louis Vuitton Yeezy Boost sneakers, designed for other performance and style.",183.32
Fila 990v5,6,180,4.69,"Fila 990v5 sneakers, designed for other performance and style.",207.01
Adidas Classic Leather,5,158,4.87,"Adidas Classic Leather sneakers, designed for tennis performance and style.",73.79
Converse Retro 1,6,75,4.42,"Converse Retro 1 sneakers, designed for other performance and style.",337.77
Nike React Infinity,5,191,3.23,"Nike React Infinity sneakers, designed for tennis performance and style.",95.96
Louis Vuitton Triple S,2,153,3.28,"Louis Vuitton Triple S sneakers, designed for lifestyle performance and style.",390.64
Yeezy Retro 1,4,34,3.82,"Yeezy Retro 1 sneakers, designed for running performance and style.",204.65
Nike Yeezy Boost,6,36,4.39,"Nike Yeezy Boost sneakers, designed for other performance and style.",316.54
Jordan Dunk,6,133,3.21,"Jordan Dunk sneakers, designed for other performance and style.",383.02
Converse Gel-Lyte,6,157,3.47,"Converse Gel-Lyte sneakers, designed for other performance and style.",69.73
Nike Classic Leather,5,52,3.86,"Nike Classic Leather sneakers, designed for tennis performance and style.",375.65
Adidas Yeezy Boost,1,175,3.79,"Adidas Yeezy Boost sneakers, designed for basketball performance and style.",124.97
Adidas 990v5,5,58,4.95,"Adidas 990v5 sneakers, designed for tennis performance and style.",492.99
Converse 990v5,4,82,3.5,"Converse 990v5 sneakers, designed for running performance and style.",269.81
Puma 990v5,3,164,4.84,"Puma 990v5 sneakers, designed for fashion performance and style.",257.97
Asics Powerframe,4,124,3.32,"Asics Powerframe sneakers, designed for running performance and style.",147.41
Lanvin Air Max,2,42,3.09,"Lanvin Air Max sneakers, designed for lifestyle performance and style.",340.31
Dior React Infinity,5,142,4.06,"Dior React Infinity sneakers, designed for tennis performance and style.",312.18
Louis Vuitton RS-Dreamer,2,154,3.25,"Louis Vuitton RS-Dreamer sneakers, designed for lifestyle performance and style.",155.71
Lanvin RS-Dreamer,6,32,3.48,"Lanvin RS-Dreamer sneakers, designed for other performance and style.",62.61
Fila Classic Leather,1,2,4.37,"Fila Classic Leather sneakers, designed for basketball performance and style.",466.56
Reebok Retro 1,1,132,4.87,"Reebok Retro 1 sneakers, designed for basketball performance and style.",174.57
Nike Powerframe,2,18,3.08,"Nike Powerframe sneakers, designed for lifestyle performance and style.",373.41
Nike Air Max,1,21,4.81,"Nike Air Max sneakers, designed for basketball performance and style.",491.97
Asics RS-Dreamer,5,45,3.25,"Asics RS-Dreamer sneakers, designed for tennis performance and style.",487.99
Yeezy Gel-Lyte,1,60,3.3,"Yeezy Gel-Lyte sneakers, designed for basketball performance and style.",186.86
MSCHF Powerframe,4,135,3.68,"MSCHF Powerframe sneakers, designed for running performance and style.",239.51
Jordan RS-Dreamer,5,12,4.98,"Jordan RS-Dreamer sneakers, designed for tennis performance and style.",372.77
Reebok Triple S,5,171,4.43,"Reebok Triple S sneakers, designed for tennis performance and style.",357.75
Jordan Triple S,6,91,3.74,"Jordan Triple S sneakers, designed for other performance and style.",74.08
Converse Classic Leather,4,144,4.54,"Converse Classic Leather sneakers, designed for running performance and style.",201.35
Fila Triple S,3,72,3.73,"Fila Triple S sneakers, designed for fashion performance and style.",430.71
Louis Vuitton Speedrunner,3,86,4.92,"Louis Vuitton Speedrunner sneakers, designed for fashion performance and style.",455.58
Reebok RS-Dreamer,6,120,4.67,"Reebok RS-Dreamer sneakers, designed for other performance and style.",363.29
Converse Retro 1,1,162,4.27,"Converse Retro 1 sneakers, designed for basketball performance and style.",240.86
Converse React Infinity,5,57,4.95,"Converse React Infinity sneakers, designed for tennis performance and style.",218.09
Lanvin RS-X,5,139,4.79,"Lanvin RS-X sneakers, designed for tennis performance and style.",493.69
MSCHF Powerframe,1,131,4.98,"MSCHF Powerframe sneakers, designed for basketball performance and style.",222.62
Yeezy Triple S,4,177,3.86,"Yeezy Triple S sneakers, designed for running performance and style.",460.35
Fila Triple S,5,170,4.69,"Fila Triple S sneakers, designed for tennis performance and style.",334.26
Lanvin Speedrunner,3,180,4.84,"Lanvin Speedrunner sneakers, designed for fashion performance and style.",216.89
Nike Gel-Lyte,2,85,4.67,"Nike Gel-Lyte sneakers, designed for lifestyle performance and style.",143.82
Reebok Yeezy Boost,3,24,4.56,"Reebok Yeezy Boost sneakers, designed for fashion performance and style.",169.75
Lanvin React Infinity,5,18,4.64,"Lanvin React Infinity sneakers, designed for tennis performance and style.",152.68
Lanvin Speedrunner,3,84,4.58,"Lanvin Speedrunner sneakers, designed for fashion performance and style.",366.14
Adidas Triple S,3,36,3.34,"Adidas Triple S sneakers, designed for fashion performance and style.",335.06
Louis Vuitton Yeezy Boost,5,178,3.8,"Louis Vuitton Yeezy Boost sneakers, designed for tennis performance and style.",117.54
Dior Powerframe,3,93,3.48,"Dior Powerframe sneakers, designed for fashion performance and style.",243.82
Converse 990v5,4,97,4.41,"Converse 990v5 sneakers, designed for running performance and style.",451.36
Nike Disruptor,3,50,4.29,"Nike Disruptor sneakers, designed for fashion performance and style.",94.13
Asics Yeezy Boost,3,166,3.96,"Asics Yeezy Boost sneakers, designed for fashion performance and style.",218.52
Yeezy Chuck 70,3,37,3.13,"Yeezy Chuck 70 sneakers, designed for fashion performance and style.",369.8
Nike 990v5,4,175,4.45,"Nike 990v5 sneakers, designed for running performance and style.",239.83
Louis Vuitton RS-X,2,185,4.9,"Louis Vuitton RS-X sneakers, designed for lifestyle performance and style.",458.01
Fila React Infinity,6,29,3.31,"Fila React Infinity sneakers, designed for other performance and style.",387.1
Lanvin Triple S,1,90,4.84,"Lanvin Triple S sneakers, designed for basketball performance and style.",100.31
Reebok Triple S,2,94,3.96,"Reebok Triple S sneakers, designed for lifestyle performance and style.",397.1
MSCHF Dunk,3,124,4.42,"MSCHF Dunk sneakers, designed for fashion performance and style.",303.81
Adidas Powerframe,1,189,3.17,"Adidas Powerframe sneakers, designed for basketball performance and style.",184.84
Asics 990v5,2,99,3.41,"Asics 990v5 sneakers, designed for lifestyle performance and style.",166.19
Fila Powerframe,4,191,4.92,"Fila Powerframe sneakers, designed for running performance and style.",236.6
Asics Chuck 70,6,69,3.77,"Asics Chuck 70 sneakers, designed for other performance and style.",439.65
Asics RS-Dreamer,1,128,4.3,"Asics RS-Dreamer sneakers, designed for basketball performance and style.",77.99
New Balance Zoom Pegasus,3,183,4.55,"New Balance Zoom Pegasus sneakers, designed for fashion performance and style.",303.92
Lanvin Disruptor,6,36,4.42,"Lanvin Disruptor sneakers, designed for other performance and style.",405.52
Adidas Air Max,5,128,4.15,"Adidas Air Max sneakers, designed for tennis performance and style.",51.03
New Balance 990v5,5,199,4.24,"New Balance 990v5 sneakers, designed for tennis performance and style.",412.79
Puma Powerframe,4,164,3.83,"Puma Powerframe sneakers, designed for running performance and style.",492.24
Fila React Infinity,3,100,3.89,"Fila React Infinity sneakers, designed for fashion performance and style.",417.73
MSCHF Gel-Lyte,6,44,4.97,"MSCHF Gel-Lyte sneakers, designed for other performance and style.",356.96
MSCHF RS-Dreamer,2,8,3.81,"MSCHF RS-Dreamer sneakers, designed for lifestyle performance and style.",286.23
Asics Zoom Pegasus,3,62,3.93,"Asics Zoom Pegasus sneakers, designed for fashion performance and style.",456.11
Nike Retro 1,3,52,3.1,"Nike Retro 1 sneakers, designed for fashion performance and style.",65.56
Yeezy Chuck 70,5,134,3.37,"Yeezy Chuck 70 sneakers, designed for tennis performance and style.",154.73
Yeezy Yeezy Boost,2,84,3.98,"Yeezy Yeezy Boost sneakers, designed for lifestyle performance and style.",161.17
Reebok Retro 1,3,173,4.41,"Reebok Retro 1 sneakers, designed for fashion performance and style.",430.91
Nike 990v5,1,162,4.31,"Nike 990v5 sneakers, designed for basketball performance and style.",354.2
Yeezy RS-Dreamer,4,87,4.11,"Yeezy RS-Dreamer sneakers, designed for running performance and style.",428.22
New Balance Triple S,4,70,3.73,"New Balance Triple S sneakers, designed for running performance and style.",298.48
Yeezy Zoom Pegasus,6,32,3.33,"Yeezy Zoom Pegasus sneakers, designed for other performance and style.",90.94
Jordan 990v5,4,163,4.49,"Jordan 990v5 sneakers, designed for running performance and style.",85.39
Jordan Speedrunner,6,138,3.35,"Jordan Speedrunner sneakers, designed for other performance and style.",81.16
Converse Disruptor,5,104,3.48,"Converse Disruptor sneakers, designed for tennis performance and style.",149.0
Nike Gel-Lyte,5,96,3.23,"Nike Gel-Lyte sneakers, designed for tennis performance and style.",330.77
MSCHF RS-X,5,151,4.55,"MSCHF RS-X sneakers, designed for tennis performance and style.",381.78
MSCHF Dunk,2,23,3.08,"MSCHF Dunk sneakers, designed for lifestyle performance and style.",128.41
Louis Vuitton Powerframe,2,34,4.17,"Louis Vuitton Powerframe sneakers, designed for lifestyle performance and style.",106.33
Asics Retro 1,5,34,3.63,"Asics Retro 1 sneakers, designed for tennis performance and style.",221.17
Dior Dunk,6,23,4.03,"Dior Dunk sneakers, designed for other performance and style.",56.28
Louis Vuitton RS-X,6,23,4.59,"Louis Vuitton RS-X sneakers, designed for other performance and style.",490.42
Dior Gel-Lyte,1,2,4.47,"Dior Gel-Lyte sneakers, designed for basketball performance and style.",67.52
Lanvin Speedrunner,1,136,3.82,"Lanvin Speedrunner sneakers, designed for basketball performance and style.",484.38
Lanvin Speedrunner,4,100,3.1,"Lanvin Speedrunner sneakers, designed for running performance and style.",211.33
Converse Retro 1,6,76,4.05,"Converse Retro 1 sneakers, designed for other performance and style.",75.93
Adidas Classic Leather,6,131,4.35,"Adidas Classic Leather sneakers, designed for other performance and style.",138.51
Puma RS-Dreamer,5,37,3.41,"Puma RS-Dreamer sneakers, designed for tennis performance and style.",309.51
